Country,StateUSA,Info,City
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': 41.43636363636363, 'MeanThroughput': 44.16870377358493}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Fuenlabrada,","{('LTE', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72790275', '380'): {'MeanLatency': 54.17272727272728, 'MeanThroughput': 103.94996826923078}}",Fuenlabrada
España,"Leganés,","{('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72092163', '188'): {'MeanLatency': 166.8272727272727, 'MeanThroughput': 0.9356035714285715}}",Leganés
España,28029,"{('5G', '71732993', '459'): {'MeanLatency': nan, 'MeanThroughput': 11.359566666666666}, ('LTE', '71732993', '459'): {'MeanLatency': nan, 'MeanThroughput': 7.710088235294118}, ('LTE', '72578818', '487'): {'MeanLatency': nan, 'MeanThroughput': 3.77665}, ('5G', '72578818', '487'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73808385', '303'): {'MeanLatency': 78.62727272727273, 'MeanThroughput': nan}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Fuenlabrada,","{('5G', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72790274', '379'): {'MeanLatency': 41.67272727272727, 'MeanThroughput': 45.42409380530973}, ('LTE', '72790274', '379'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
Norway,5015,"{('LTE', '31795467', '144'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '31795467', '144'): {'MeanLatency': 50.72727272727273, 'MeanThroughput': 108.82943106796118}}",Bergen
España,28035,"{('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678851', '65'): {'MeanLatency': 48.85555555555556, 'MeanThroughput': 11.171669158878505}, ('LTE', '73678851', '65'): {'MeanLatency': 59.2, 'MeanThroughput': nan}}",Madrid
United States,MA,"{('LTE', '14374442', '41'): {'MeanLatency': 41.154545454545456, 'MeanThroughput': 53.51668207547171}}",Boston
España,28034,"{('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': 40.071914285714286}, ('5G', '74114561', '363'): {'MeanLatency': 72.17272727272726, 'MeanThroughput': 53.82063775510205}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('LTE', '73704964', '300'): {'MeanLatency': 57.190909090909095, 'MeanThroughput': 5.763052892561983}}",Madrid
España,28035,"{('5G', '71915778', '472'): {'MeanLatency': 57.27272727272726, 'MeanThroughput': 7.40713394495413}, ('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Canada,V3C,"{('5G', '9223372036854775807', '176'): {'MeanLatency': 30.54545454545455, 'MeanThroughput': 53.891376923076905}}",Coquitlam
España,28035,"{('5G', '71915781', '472'): {'MeanLatency': nan, 'MeanThroughput': 22.955824324324322}, ('LTE', '71915781', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915782', '473'): {'MeanLatency': nan, 'MeanThroughput': 9.820052380952385}, ('LTE', '71915782', '473'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915778', '472'): {'MeanLatency': 114.56666666666666, 'MeanThroughput': 15.07465}, ('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('5G', '72629761', '145'): {'MeanLatency': 10372.363636363636, 'MeanThroughput': 1.65555037593985}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28034,"{('5G', '72272386', '370'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72272386', '370'): {'MeanLatency': nan, 'MeanThroughput': 5.242975}, ('LTE', '73704961', '300'): {'MeanLatency': 80.70909090909092, 'MeanThroughput': 4.317646218487394}}",Madrid
,,"{('LTE', '72578819', '488'): {'MeanLatency': nan, 'MeanThroughput': 4.796517021276597}, ('5G', '72578819', '488'): {'MeanLatency': 150.83636363636364, 'MeanThroughput': 7.8642145833333315}}",
España,"Alarcón,","{('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 0.5061841379310345}, ('5G', '73166594', '301'): {'MeanLatency': 1416.1666666666667, 'MeanThroughput': nan}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Alarcón
España,28035,"{('5G', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 15.728414285714285}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678850', '64'): {'MeanLatency': 64.43, 'MeanThroughput': 26.409190740740748}, ('LTE', '73678850', '64'): {'MeanLatency': 48.7, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '72531202', '122'): {'MeanLatency': nan, 'MeanThroughput': 9.184193793103447}, ('LTE', '73985537', '428'): {'MeanLatency': 1513.6363636363637, 'MeanThroughput': nan}}",Leganés
,,"{('LTE', '73707529', '129'): {'MeanLatency': 68.63636363636364, 'MeanThroughput': 2.366590277777777}}",
Norway,0187,"{('5G', '32045834', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '32045834', '303'): {'MeanLatency': nan, 'MeanThroughput': 45.26387666666667}, ('LTE', '32049674', '294'): {'MeanLatency': 60.67999999999999, 'MeanThroughput': 50.70508082191779}, ('5G', '32049674', '294'): {'MeanLatency': 52.88000000000001, 'MeanThroughput': nan}}",kommune
España,28029,"{('LTE', '72578819', '488'): {'MeanLatency': 63.25454545454545, 'MeanThroughput': 4.66057264957265}, ('5G', '72578819', '488'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': 7.1155357142857145}}",Madrid
Norway,0154,"{('LTE', '51401222', '109'): {'MeanLatency': 46.76363636363637, 'MeanThroughput': 28.50771262135921}}",kommune
Norway,0185,"{('5G', '32444173', '68'): {'MeanLatency': 40.127272727272725, 'MeanThroughput': 131.92899134615388}, ('LTE', '32444173', '68'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
Norway,0372,"{('5G', '32050719', '439'): {'MeanLatency': 36.472727272727276, 'MeanThroughput': 141.15083689320394}, ('LTE', '32050719', '439'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28029,"{('LTE', '72040963', '440'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72040963', '440'): {'MeanLatency': nan, 'MeanThroughput': 6.305829729729729}, ('5G', '72092163', '188'): {'MeanLatency': 166.49, 'MeanThroughput': 10.627378378378378}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Denmark,Kongens,"{('LTE', '42058004', '28'): {'MeanLatency': 43.690909090909095, 'MeanThroughput': 26.935071568627443}}",Lyngby
España,"Leganés,","{('LTE', '72756737', '432'): {'MeanLatency': 62.01818181818181, 'MeanThroughput': 21.76344716981132}}",Leganés
España,28024,"{('LTE', '73171457', '21'): {'MeanLatency': nan, 'MeanThroughput': 25.777870833333335}, ('LTE', '73270787', '284'): {'MeanLatency': 61.472727272727276, 'MeanThroughput': 18.00087166666667}}",Madrid
España,28054,"{('LTE', '73985539', '427'): {'MeanLatency': 56.66363636363636, 'MeanThroughput': 41.18017766990291}}",Madrid
España,28034,"{('LTE', '73704966', '302'): {'MeanLatency': 74.41818181818182, 'MeanThroughput': 23.418178095238098}}",Madrid
España,28044,"{('LTE', '73985539', '427'): {'MeanLatency': 6733.1, 'MeanThroughput': 0.5048518518518519}, ('LTE', '73985545', '427'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 51.57272727272729, 'MeanThroughput': 35.68856842105262}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Norway,"Forskningsparken,","{('LTE', '53468932', '493'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '53468932', '493'): {'MeanLatency': 47.04545454545455, 'MeanThroughput': 52.81377614678895}}",Oslo
España,"Fuenlabrada,","{('5G', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': 6.64112380952381}, ('LTE', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72486920', '85'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72486920', '85'): {'MeanLatency': nan, 'MeanThroughput': 11.451663157894739}, ('5G', '71689736', '103'): {'MeanLatency': 50.40909090909091, 'MeanThroughput': nan}, ('LTE', '71689736', '103'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
United States,TX,"{('LTE', '136833196', '348'): {'MeanLatency': 58.809090909090905, 'MeanThroughput': 4.628381379310345}}",Station
España,"Leganés,","{('LTE', '2147483647', '129'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531202', '122'): {'MeanLatency': 391.79999999999995, 'MeanThroughput': 1.147009375}, ('LTE', '73707523', '129'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73707523', '129'): {'MeanLatency': nan, 'MeanThroughput': 0.6706906976744186}}",Leganés
España,"28942,","{('5G', '72790275', '380'): {'MeanLatency': 49.63636363636363, 'MeanThroughput': 111.62645242718442}, ('LTE', '72790275', '380'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '73733123', '32'): {'MeanLatency': nan, 'MeanThroughput': 22.2816590909091}, ('LTE', '73733121', '30'): {'MeanLatency': 85.77272727272727, 'MeanThroughput': 11.603962295081967}}",Leganés
Norway,0484,"{('5G', '32146473', '500'): {'MeanLatency': 51.11818181818182, 'MeanThroughput': 57.48055963302752}, ('LTE', '32146473', '500'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28023,"{('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 11.534094999999999}, ('LTE', '73166600', '301'): {'MeanLatency': nan, 'MeanThroughput': 24.308713636363635}, ('5G', '73166600', '301'): {'MeanLatency': nan, 'MeanThroughput': 12.502384615384614}, ('LTE', '73166595', '302'): {'MeanLatency': 61.10909090909092, 'MeanThroughput': 7.323166666666668}}",Madrid
España,28029,"{('LTE', '73704966', '302'): {'MeanLatency': 87.37272727272726, 'MeanThroughput': 34.40341523809524}}",Madrid
España,28020,"{('5G', '72218882', '272'): {'MeanLatency': 45.43636363636363, 'MeanThroughput': 11.0426389380531}, ('LTE', '72218882', '272'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': 123.45454545454545, 'MeanThroughput': 11.719632773109248}}",Madrid
España,"Fortuna,","{('LTE', '73985537', '428'): {'MeanLatency': 63.74545454545454, 'MeanThroughput': 11.739773451327428}}",Fortuna
Canada,V6M,"{('LTE', '103689247', '420'): {'MeanLatency': 58.527272727272724, 'MeanThroughput': 25.62243145161291}}",Vancouver
España,28035,"{('5G', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': 10.271920408163265}, ('LTE', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73604865', '397'): {'MeanLatency': 54.37272727272727, 'MeanThroughput': 17.122596202531632}, ('LTE', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Canada,V3T,"{('5G', '9223372036854775807', '95'): {'MeanLatency': 27.863636363636363, 'MeanThroughput': 10.48608897637796}}",Surrey
España,"Leganés,","{('5G', '72756755', '432'): {'MeanLatency': 48.38181818181818, 'MeanThroughput': 34.10391238938053}, ('LTE', '72756755', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,"Fortuna,","{('LTE', '73985537', '428'): {'MeanLatency': nan, 'MeanThroughput': 0.5461750000000002}, ('LTE', '72531202', '122'): {'MeanLatency': 265.94545454545454, 'MeanThroughput': nan}}",Fortuna
Canada,V3B,"{('LTE', '53822253', '99'): {'MeanLatency': 50.2, 'MeanThroughput': 38.80770454545456}}",Coquitlam
United States,MA,"{('5G', '9223372036854775807', '560'): {'MeanLatency': 91.45454545454547, 'MeanThroughput': 1.0700782312925168}, ('LTE', '9223372036854775807', '560'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Boston
,OR,"{('LTE', '45350797', '152'): {'MeanLatency': 76.89999999999999, 'MeanThroughput': 9.69425094339623}}",
United States,IN,"{('LTE', '27836293', '134'): {'MeanLatency': 102.10909090909091, 'MeanThroughput': 6.67267909090909}}",Lafayette
España,28008,"{('LTE', '71783688', '73'): {'MeanLatency': 57.790909090909096, 'MeanThroughput': 12.46427358490566}}",Madrid
,,"{('LTE', '73704962', '301'): {'MeanLatency': 54.863636363636374, 'MeanThroughput': 3.392504201680671}}",
United States,TX,"{('5G', '136577032', '285'): {'MeanLatency': 117.33333333333333, 'MeanThroughput': 5.4694100719424465}, ('LTE', '136577032', '285'): {'MeanLatency': 143.6, 'MeanThroughput': nan}}",Station
España,28023,"{('LTE', '72275207', '159'): {'MeanLatency': 52.627272727272725, 'MeanThroughput': 24.723581372549024}}",Madrid
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': 30.25915571428572}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678850', '64'): {'MeanLatency': 47.45454545454545, 'MeanThroughput': 42.632876315789474}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Alcobendas,","{('5G', '73808131', '140'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73808131', '140'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73808129', '138'): {'MeanLatency': 50.5125, 'MeanThroughput': 51.89073589743591}, ('LTE', '73808129', '138'): {'MeanLatency': 55.800000000000004, 'MeanThroughput': nan}}",Alcobendas
España,"Leganés,","{('LTE', '73707529', '129'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73707523', '129'): {'MeanLatency': 344.3, 'MeanThroughput': 0.4907546666666666}, ('LTE', '73395722', '230'): {'MeanLatency': nan, 'MeanThroughput': 0.8992357142857144}, ('5G', '73395722', '230'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531202', '122'): {'MeanLatency': 53.314285714285724, 'MeanThroughput': nan}}",Leganés
España,28044,"{('LTE', '73985537', '428'): {'MeanLatency': 63.31818181818182, 'MeanThroughput': 39.27020392156863}}",Madrid
España,28029,"{('5G', '72578819', '488'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72629761', '145'): {'MeanLatency': 4774.0, 'MeanThroughput': 1.7232643356643358}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': 44.1, 'MeanThroughput': 55.120801801801825}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28044,"{('LTE', '73985557', '427'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73985555', '428'): {'MeanLatency': 57.4, 'MeanThroughput': 18.30072358490566}}",Madrid
,,"{('5G', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 3.871755384615384}, ('LTE', '73144322', '31'): {'MeanLatency': 60.52727272727273, 'MeanThroughput': 7.60205}}",
España,28029,"{('5G', '73808385', '303'): {'MeanLatency': 49.463636363636354, 'MeanThroughput': 22.23207980769231}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
United States,MA,"{('LTE', '14397720', '127'): {'MeanLatency': nan, 'MeanThroughput': 2.4201076923076923}, ('LTE', '14397718', '127'): {'MeanLatency': 35.41818181818182, 'MeanThroughput': 11.468843749999996}}",Boston
Norway,0250,"{('5G', '94808915', '279'): {'MeanLatency': 55.01818181818181, 'MeanThroughput': 134.09023942307698}, ('LTE', '94808915', '279'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,"28668,","{('LTE', '73118978', '145'): {'MeanLatency': nan, 'MeanThroughput': 30.029327272727276}, ('LTE', '72657410', '312'): {'MeanLatency': 54.372727272727275, 'MeanThroughput': 48.52550333333333}}",Madrid
España,28029,"{('LTE', '73704964', '300'): {'MeanLatency': 68.44545454545454, 'MeanThroughput': 26.779808823529404}}",Madrid
,,"{('5G', '73781763', '130'): {'MeanLatency': 40.88181818181818, 'MeanThroughput': 49.45202966101694}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 49.21818181818182, 'MeanThroughput': 12.774440476190474}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28034,"{('LTE', '73704964', '300'): {'MeanLatency': nan, 'MeanThroughput': 48.10340291262138}, ('LTE', '73704966', '302'): {'MeanLatency': 87.16363636363636, 'MeanThroughput': nan}}",Madrid
United States,MA,"{('LTE', '9223372036854775807', '560'): {'MeanLatency': nan, 'MeanThroughput': 8.36581489361702}, ('5G', '9223372036854775807', '560'): {'MeanLatency': 35.43636363636363, 'MeanThroughput': 11.162414516129033}}",Boston
España,28023,"{('LTE', '72091143', '219'): {'MeanLatency': 52.59090909090909, 'MeanThroughput': 23.364098058252434}}",Madrid
Denmark,2450,"{('LTE', '44136980', '283'): {'MeanLatency': 38.65454545454545, 'MeanThroughput': 14.618152884615382}}",København
España,"Leganés,","{('LTE', '72756737', '432'): {'MeanLatency': 68.55454545454546, 'MeanThroughput': 23.13127058823529}}",Leganés
España,"Leganés,","{('LTE', '72756737', '432'): {'MeanLatency': 79.6, 'MeanThroughput': 22.091334951456307}}",Leganés
España,28024,"{('LTE', '71888131', '41'): {'MeanLatency': 55.5, 'MeanThroughput': 1.8780925373134325}, ('LTE', '73171457', '21'): {'MeanLatency': 70.22, 'MeanThroughput': nan}}",Madrid
Norway,0565,"{('LTE', '51662598', '88'): {'MeanLatency': 43.61818181818182, 'MeanThroughput': 50.424332352941164}}",kommune
España,"Alcorcón,","{('LTE', '71737091', '53'): {'MeanLatency': 58.71818181818182, 'MeanThroughput': 23.040570192307694}}",Alcorcón
Italy,Torino,"{('LTE', '230724613', '487'): {'MeanLatency': 88.04545454545455, 'MeanThroughput': 28.92636724137931}}",Torino
España,"Alarcón,","{('5G', '73166595', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73166595', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73166594', '301'): {'MeanLatency': 123.84545454545454, 'MeanThroughput': 8.388673333333333}, ('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 3.981046296296296}, ('5G', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 13.261611764705883}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Alarcón
,,"{('5G', '72756738', '433'): {'MeanLatency': 51.53636363636363, 'MeanThroughput': 17.04015322580645}, ('LTE', '72756738', '433'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
Norway,0570,"{('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': 115.74715769230768}, ('5G', '51662597', '87'): {'MeanLatency': 54.13636363636363, 'MeanThroughput': 129.47889999999998}}",kommune
España,"Alarcón,","{('LTE', '73166595', '302'): {'MeanLatency': nan, 'MeanThroughput': 7.967337254901959}, ('5G', '73166595', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73603841', '186'): {'MeanLatency': 54.04545454545455, 'MeanThroughput': nan}}",Alarcón
Norway,"T,","{('5G', '52050438', '457'): {'MeanLatency': nan, 'MeanThroughput': 115.03425}, ('LTE', '52050438', '457'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '51662598', '88'): {'MeanLatency': 54.73636363636364, 'MeanThroughput': 142.46308620689658}, ('LTE', '51662598', '88'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Oslo
